Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,32217.9,10515.9,11331.1,10862.9,11067.4,11203.1,11222.2,11652.5,11735.8,11693.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,11285,8556.7,10173.3,9643.2,9133.4,8845.9,9006.5,9320.8,9500.3,7853.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,891.13,1654.02,2930.23,3010.62,3284.62,3181.72,3481,3304.87,3927.7,2745.45,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,722.47,875.23,1154.33,1045.6,1089.52,1223.57,1394.6,1609.4,1643.7,1640,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,54615,124355.9,223086.5,236264.6,236229.4,231669.4,225104.1,241451.4,244882,245139.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,156.7,462.2,1128.5,1355.2,1339.3,1465.9,1546.1,1776.1,1999.5,1454,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,436.011,1093.8,2813.6,3174.4,3343.8,3408.6,3629.8,3867.9,3937.4,4150.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2314.6,2129.2,2371.5,2356.3,1657.1,1352.3,1521.2,1552.5,1658.6,1610.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,0,102.8,142.3,144.1,146.3,146.5,149.3,151.1,152.3,110,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,841.8,1118.7,2101.2,2534.5,2966.5,2584.2,3408.3,3716.1,3824.8,3847.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,1164.1,2431.9,3818,3949.4,3960.9,4035.5,4174.4,4133.9,4173.7,3720.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,269575.4,379176,475737.5,462240.1,471632.6,476394.6,474498.5,444898.4,451828.8,383131.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,0,187.3,138.5,141,144.9,147.1,146.7,147.8,148.2,107.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,30532.1,6709.6,7181.5,7712.2,8020.6,8143,8064,8555.9,8921.6,8611.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mongolia,MNG,12968.1,8996.67,18384.13,18122,17300.6,18172.8,19575.5,21545.7,23146.9,21184.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Montenegro,MNE,1915.340257,1520.843393,2267.3,2218.4,2359.1,2150.7,2267,2500.3,2601.1,2527.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Morocco,MAR,21497.8,32876.5,57595.5,58691.7,60362.5,60289.9,63014.9,64286.1,70986.3,66719.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mozambique,MOZ,1117.23,1426.9,4150.5,4823.3,5478.3,7243.8,7162.3,6875.1,7530.2,6945.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,4083,9440.5,13592.5,17034.8,19034,21860.8,32497,32784.5,33995,33874.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,..,1942.3,3762.4,3932.1,4137.3,4152,4224,4279.3,4316.3,3952.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,126.3,88,47.3,50.6,54.5,52.7,56,54,53.4,41.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,938.8,3221,6087.8,7132.2,7186.2,10735.7,13265.3,15139.4,13860.5,14949.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,151520.7,162096.7,157090.2,149793.4,157376,158499.3,155710.9,151382.3,145939.237,130315.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,22310.7,29455,31885.5,31970.7,32281.2,31185.7,32927.4,32409,34008.2,31359.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,1933.9,3768,4473.3,4758.6,5286.7,5410.7,5428.9,5024.8,5131.9,4582.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Niger,NER,565.434,660.227,1975.01,2156.78,2111.59,2096.26,1901,1956.29,2159.15,2197.95,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nigeria,NGA,72768.8,97215.1,108116.8,114815.5,107746.4,110817.5,108481.2,113633.1,119544.1,111978.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North Macedonia,MKD,8591.3,8522.1,7862.2,7442.9,7142.1,6962.7,7436.2,6950.6,7956.1,6796.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Norway,NOR,29305.4,34283.1,39627,39643,40288.8,39578.4,39174.9,38571.5,37661.6,36177.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,11919.3,25115,63015.4,66386.7,70131.7,72197.6,71633.2,75365,75744.8,71041.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,59026,98374.1,145993.7,154235.2,164152.3,181113.3,198738.8,186865.6,184096.3,184111.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,0,211.5,221.1,217.8,200.9,207.9,213,211.9,217.4,158.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,2692.9,5282.7,10252.3,10758.1,10609.9,10652.4,10136.4,9918.8,13099.9,9582.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,2168.6,2825.2,5224.5,5836.9,6369.7,6560.9,6504.3,7114,7467.5,5491.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,2072.2,3524.3,5301.2,5628,6367.5,7192.6,7920.9,8360.1,8101.6,7575.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,20875.3,28634.2,49751.9,53167.8,54553.5,56860.3,54274.3,54589.9,56972.2,46578.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,40868.9,71942.8,95504.1,101822.5,110990.9,120895.1,133456.7,139119.1,145871.3,133471.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,350214.6,295774.4,298304.4,285730,289077.4,299802.4,312769.9,311754.9,294948.3,279223.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,41068.6,61661.2,46555.2,45931.1,49851.9,48695.2,53272.7,49461.2,44564.7,38973.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,12543.4,28666.2,76540.7,82167.8,85211.3,87066.7,87472.1,87099.4,89486.8,87578.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,172633.6,89003.1,72090.6,71539,73314.4,71585.2,74208.1,75190.2,73942.8,68664,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,2163533.1,1563845.6,1632679.7,1611960.7,1592559.4,1571517.3,1594550.3,1661000,1703588.7,1618271,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,536.36,660.52,903.69,923.92,1080.44,1148,1255.5,1403.4,1451.1,1382,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,89,148.6,196.7,207.3,232.3,246.7,255.2,248.7,278.7,206.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,46.5,53.5,121.3,119.2,123.6,128.7,134.4,137.5,140.2,141.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,171403.3,249654.8,503213.7,540520.2,565190.1,561229.7,549749.9,527565.7,526770.3,513555.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,2326.3,4063.7,8013,8572,9285.5,10132.8,9800.8,10176.6,12297.8,10680.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,61906.5,43985.4,46472.5,38980.7,45410.1,46635,47342.6,46192.4,46030.1,46324.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,153.2,293.7,412.2,456.7,499.8,565.6,570.7,602.3,595.3,598.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,318,333.3,1030.8,1137.6,1084.5,1170.8,1120,1043.7,1038.8,1048,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,28970,42117.5,43912.3,44398.5,45431.9,44969.8,47324.2,45212.1,45163.2,43705,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,54811.8,38072.2,32920.4,30438.1,30753.7,31497.8,33576.5,33005.1,31032.5,29035.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,13528.8,14541.7,14548.1,13112.7,13139.7,13903,14123.7,14072.9,13665,12477.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,152.9,235.4,389,340.7,304.1,298.1,295,300.9,304.8,223.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,735.12,486.6,649.4,645.9,646.2,654.4,654.9,656.1,655.7,660.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,247614.7,284463.3,437261.7,448298.1,425063.1,425682.9,435214.5,439644.6,446626,393241.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,433.885181,459.820652,1453.1,1519.6,1969.4,1730.2,1512.1,1768.9,1824.6,1742.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,214950.6,293314.3,243794.9,241979.9,257251.2,248252.1,264723.7,258373.2,241886.5,202705.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,3839.2,10928.9,14448.4,17458.3,19240.9,23167.6,23140.5,21690.3,23427.9,21846.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,113.7,181.2,227.2,228.4,237.6,244.6,243,245.2,247.5,231,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,192.8,366.8,506.4,505.9,501.2,505.5,530.9,527.9,534.6,499.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Vincent and the Grenadines,VCT,82.6,155.6,226.3,267.5,246.5,255.2,225.1,252.3,235.1,219.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sudan,SDN,5365.69,5690.74,15853.2,16658.5,19259.2,21503.1,21579.5,21670.3,22131.5,20796.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Suriname,SUR,1759.988097,1480.42,2289.81,2620,2724.1,2954.886,2444.33,2146.53,2656.82,2601.32,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sweden,SWE,53346.2,53277.5,40388.1,38993,39120.1,38691.2,38168.2,35915.9,34964.6,33576.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Switzerland,CHE,43326.5,43708.8,43531.2,39793.3,39090.8,39666.5,38699,37481.3,37376.3,34916.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Syrian Arab Republic,SYR,32388.1,44401.1,30696.6,26603.9,25260.7,24479.1,25794.4,28303.1,26840.4,25234.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tajikistan,TJK,11018.2,2200.97,3195.1,4583.6,4904.8,5496.7,6757.7,8097.3,8965.7,9328.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tanzania,TZA,1892.2,2946.4,10698,10108,10765.9,10646.9,11659.3,12018.9,14960.8,14435.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Thailand,THA,88005.8,168941.4,264681,261377,268853.3,267916.3,267137.1,264483.6,274466.7,265478.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,0,0,364.4,449.8,437.2,518.9,561.8,510.1,617.6,446.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,977.6,1269,1749,1588.5,1825.6,2305.6,2018.7,2189.9,2442.3,2415.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,84.1,102.9,114.7,113.4,109.9,123.9,132.9,134.2,161.5,118.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,13152.4,10204.5,22186.3,22014.2,21310.6,18291.6,18224.7,17763.7,17195.3,15420,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,14671.9,21068.8,28601.9,30976,31627.4,30317.8,30742.6,31023.1,31045,29293,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkiye,TUR,139197.9,216396.5,319088.6,341671.5,353413.8,376399,418098.2,414111.9,398772.9,407406.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,44646.3,38507.5,63791.5,62189,63777.6,64079.5,63871.6,63317.6,63231.8,63655,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,6.4,7.9,8.7,8.5,7.7,7.5,7.7,8.8,8.9,6.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,785.735,1297.6,3694.3,4112.2,4712.1,4946.3,5172,5866.6,5943,5674.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,688618.9,297376.8,270268.7,237728.7,191067.8,201655.4,174938.3,185623.8,174599.9,165663.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,55210.4,84729.1,184960.8,186639.8,195409.4,200398.5,191935,174220.3,185645.7,188088.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,561774.5,530888.2,453778.1,415609,401075.3,382154.9,366844.1,360555.9,345934.3,308650.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,4844517.4,5775807.2,5092097.2,5107208.6,4990703.7,4894499.2,4819365.1,4975300.4,4817710.4,4320532.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,3848.7,5458.5,7357.6,6500.4,6657.2,6525.1,6103.8,6545.7,6806.7,6514.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uzbekistan,UZB,117767.7,123804.5,111856.5,104872.5,99358.2,105333.9,109708.5,112720.5,117687.8,115577.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Vanuatu,VUT,66.9,89.3,111.9,158.9,134.3,151.3,141,177.5,166.9,121.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Venezuela, RB",VEN,101630,131516.7,180422.6,179236.1,163126.9,150466.7,139787.4,130158,107502.3,72509,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Viet Nam,VNM,19327.9,51207.7,164297.4,180698.8,201513.3,222028.5,229877.4,286139.3,341716.8,355323.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Yemen, Rep.",YEM,6642.3,15030.5,27825,27429.9,13552.2,10035.2,9682.2,11349.8,11194.8,9960.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zambia,ZMB,2740.8,1807.2,4238.6,4686,4956.6,5315.3,6810.7,7857.2,7615.7,7607.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zimbabwe,ZWE,16535.5,13578.9,12216.8,12010.7,11988.7,10450.2,9781,11069.9,10185.3,8312.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Eastern and Southern,AFE,304614.7202,357967.5107,568547.519,591680.972,576265.992,580219.242,590905.482,598720.9575,610723.5,544952.503,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Western and Central,AFW,97190.345,140653.453,186486.66,196343.63,194363.64,201399.22,200550.9,210618.89,222990.35,215915.61,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Arab World,ARB,632472.87,933988.54,1706820.79,1766583.07,1809147.15,1827587.97,1843231.7,1826351.9,1845846.37,1765052.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Caribbean small states,CSS,27695.2081,28485.22,40477.58,40085.4586,39284.4,37223.056,36313.3,37801.5,37614.99,32776.99,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central Europe and the Baltics,CEB,991246.4,710574.87,655837.7,635436.5,644756,656753.9,684083.3,678446.5,643612.1,598490.02,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Early-demographic dividend,EAR,2612523.044,3867900.42,6455704.659,6781898.692,6839149.542,6951805.908,7211474.182,7382656.358,7347348.73,6805648.307,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific,EAS,4322250.256,6188981.82,13591102.73,13640572.8,13510201.2,13550289.3,13869889,14437176.3,14703257.4,14708135.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (excluding high income),EAP,2665961.556,4141518.42,11252643.83,11372410.3,11254077.3,11291996,11608128.4,12214599.4,12535996.7,12660698.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (IDA & IBRD countries),TEA,2546780.356,4069783.52,11225062.03,11341237.6,11229030.3,11263921,11553898.4,12164532.1,12480501.7,12608302.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Euro area,EMU,2625211.1,2632598.97,2333241.5,2209017.5,2256390.7,2256275,2259522.6,2202668.9,2095558.337,1872835.52,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia,ECS,7966959.675,6507573.874,6386728.465,6104308.523,6073951.402,6099478.73,6166584.297,6177967.89,6034379.547,5641772.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (excluding high income),ECA,3838019.54,2577216.352,2904794.2,2811027.4,2739709.6,2771362.1,2832835,2913541,2922190.2,2830714.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (IDA & IBRD countries),TEC,4381209.14,2980028.252,3292199.8,3184532.8,3118703.7,3159626.5,3237220.9,3316919.5,3307604.6,3194229.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,European Union,EUU,3567900.9,3364061.47,2984329.5,2839976.1,2897317.9,2907404,2932145.5,2867932,2729768.437,2465025.42,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fragile and conflict affected situations,FCS,1048294.01,790011.1437,943408.52,918574.88,834153.97,845830.84,837379.39,866573.51,854476.82,759327.426,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Heavily indebted poor countries (HIPC),HPC,59679.75,79236.603,172090.18,182498.5086,194550.88,204997.72,212449.09,221875.68,235656.82,224996.636,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,High income,HIC,11431204.71,12857970.82,12611681.63,12411919.08,12370867.6,12276032.9,12200901.37,12221420.26,11869050.12,10864997.07,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IBRD only,IBD,8932851.548,10112500.23,19792020.55,20038180.86,19836736.51,19913335.9,20409330.84,21214156.12,21462940.42,20952613.31,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA & IBRD total,IBT,9355846.66,10647805.92,20532522.32,20808546.94,20620384.74,20755543.99,21305472.43,22135333.7,22406640.81,21862973.94,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA blend,IDB,281986.53,355972.766,413788.91,425235.4,425262.9,451539.2,471480.4,470381.4,478944.6,465301.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA only,IDX,141008.5812,179332.9177,326712.86,345130.6786,358385.33,390668.89,424661.19,450796.18,464755.79,445059.236,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA total,IDA,422995.1112,535305.6837,740501.77,770366.0786,783648.23,842208.09,896141.59,921177.58,943700.39,910360.636,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Late-demographic dividend,LTE,6243759.68,6792280.742,14412246.33,14427628.79,14263640.03,14269982.4,14577571.8,15162115.4,15468044.3,15488347.62,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean,LCN,890406.3281,1244867.42,1752196.84,1760980.099,1750693.94,1710227.796,1685948.34,1633570.34,1620695.03,1438080.03,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean (excluding high income),LAC,734026.0081,1036523.12,1442058.97,1459341.64,1460444.24,1431232.126,1417992.07,1375196.37,1376833.06,1242200.06,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & the Caribbean (IDA & IBRD countries),TLA,851765.8081,1213210.92,1719082.27,1730502.029,1718007.17,1679719.926,1656356.87,1602830.17,1592486.56,1410200.16,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Least developed countries: UN classification,LDC,66386.48118,110415.3077,255682.26,275307.09,286660.2,313185.29,339806.49,359297.88,370595.59,351230.476,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low & middle income,LMY,8813945.26,10139747.42,19895263.02,20194597.15,20008374.91,20146301.19,20716381.03,21553786.4,21860472.61,21383256.24,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low income,LIC,180897.9552,156945.2377,155154.11,160504.78,144653.01,149210.28,179017.85,183120.34,191195.28,179664.936,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lower middle income,LMC,2103131.876,2459953.196,4244071.39,4483108.91,4515567.19,4664838.81,4856633.84,5105467.74,5122757.31,4819595.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa,MEA,860056.96,1326170.3,2341101.89,2419002.47,2453243.85,2476429.97,2511165.4,2500417.4,2508614.57,2416064.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (excluding high income),MNA,532994.2,813164,1327780.49,1360355.17,1349815.45,1367274.87,1422054.5,1449693.5,1439681.67,1370939,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (IDA & IBRD countries),TMN,532994.2,813164,1327780.49,1360355.17,1349815.45,1367274.87,1422054.5,1449693.5,1439681.67,1370939,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle income,MIC,8633047.304,9982802.178,19740108.91,20034092.37,19863721.9,19997090.91,20537363.18,21370666.06,21669277.33,21203591.31,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North America,NAC,5264009.6,6290022.3,5647839.6,5668969.1,5549450.9,5451373.3,5387541,5554874.3,5383712.2,4837406.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,OECD members,OED,11344058.36,12872950.41,12351197.8,12116786.2,12052715.4,11985558.6,11958269.6,11984150.1,11605058.24,10570775.72,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Other small states,OSS,83923.17026,98878.82339,177358.399,185899.332,184664.262,188833.482,191127.612,190905.4875,189059.37,181678.207,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pacific island small states,PSS,1262.58,2045.78,2500.9,2656,2659.4,2637,2800.6,2895.3,2959.2,2178,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Post-demographic dividend,PST,11301942.62,12205401.5,11411367.77,11155172.57,11014655.47,10907463.37,10811083.27,10882237.97,10513545.91,9555830.37,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pre-demographic dividend,PRE,187593.3552,262141.2637,406440.33,419480.76,423347.77,441959.88,455350.45,476743.54,506463.28,469494.036,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Small states,SST,112880.9584,129409.8234,220336.879,228640.7906,226608.062,228693.538,230241.512,231602.2875,229633.56,216633.197,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia,SAS,641292.09,1072998.26,2213363.55,2403894.74,2434198.49,2503383.23,2644485.38,2792018.58,2752652.43,2518434.77,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia (IDA & IBRD),TSA,641292.09,1072998.26,2213363.55,2403894.74,2434198.49,2503383.23,2644485.38,2792018.58,2752652.43,2518434.77,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa,SSF,401805.0652,498620.9637,755034.179,788024.602,770629.632,781618.462,791456.382,809339.8475,833713.85,760868.113,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (excluding high income),SSA,401651.8652,498327.2637,754621.979,787567.902,770129.832,781052.862,790885.682,808737.5475,833118.55,760269.413,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (IDA & IBRD countries),TSS,401805.0652,498620.9637,755034.179,788024.602,770629.632,781618.462,791456.382,809339.8475,833713.85,760868.113,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Upper middle income,UMC,6529915.428,7522848.982,15496037.52,15550983.46,15348154.71,15332252.1,15680729.34,16265198.32,16546520.02,16383995.51,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,World,WLD,21284042.79,24280271.96,34119894.39,34261369.66,34070176.85,34145652.3,34687837.09,35560555.79,35477245.4,33566427.59,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Afghanistan,AFG,1851.835,498.712,4785.435,3773.343,4741.431,3476.316,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Albania,ALB,2174.531,2845.592,3333.303,3861.351,3340.637,3362.639,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Algeria,DZA,23223.111,30890.808,51961.39,52900.142,55562.384,53519.865,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
